hhnum,k9,k8,k7,k6,k5,k4,k3,k2,k1
108774,,,,,,,,,
108790,,,,,,,,,
108809,,,,,,,,,
108816,,,,,,,,,
108824,,,,,,,,,
108834,,,,,,,,,
108850,,,,,,,,,
108851,,,,,,,,,
108860,,,,,,,,,
108873,4,4,4,4,4,4,1,1,1
108899,,,,,,,,,
108900,,,,,,,,,
108910,,,,,,,,,
108913,,,,,,,,,
108914,,,,,,,,,
108925,,,,,,,,,
108927,,,,,,,,,
108939,,,,,,,,,
108942,2,2,2,2,2,2,2,2,1
108945,,,,,,,,,
108950,,,,,,,,,
108962,,,,,,,,,
108971,,,,,,,,,
108976,,,,,,,,,
108988,,,,,,,,,
109013,,,,,,,,,
109022,,,,,,,,,
109027,,,,,,,,,
109029,,,,,,,,,
109038,,,,,,,,,
109041,,,,,,,,,
109046,,,,,,,,,
109061,,,,,,,,,
109063,,,,,,,,,
109064,1,1,1,1,1,1,1,1,1
109075,,,,,,,,,
109080,,,,,,,,,
109090,,,,,,,,,
109103,,,,,,,,,
109106,,,,,,,,,
109118,,,,,,,,,
109121,,,,,,,,,
109122,,,,,,,,,
109123,,,,,,,,,
109128,,,,,,,,,
109131,,,,,,,,,
109135,,,,,,,,,
109141,,,,,,,,,
109146,,,,,,,,,
109153,,,,,,,,,
109155,,,,,,,,,
109175,,,,,,,,,
109181,,,,,,,,,
109208,,,,,,,,,
109210,,,,,,,,,
109218,,,,,,,,,
109231,,,,,,,,,
109235,,,,,,,,,
109253,,,,,,,,,
109255,,,,,,,,,
109258,7,7,6,6,3,3,3,2,1
109283,,,,,,,,,
109290,,,,,,,,,
109294,,,,,,,,,
109296,,,,,,,,,
109307,,,,,,,,,
109311,4,4,4,4,4,4,1,1,1
109324,,,,,,,,,
109329,,,,,,,,,
109333,,,,,,,,,
109341,,,,,,,,,
109354,,,,,,,,,
109356,,,,,,,,,
109368,2,2,2,2,2,2,2,2,1
109386,,,,,,,,,
109424,,,,,,,,,
109443,,,,,,,,,
109469,,,,,,,,,
109471,,,,,,,,,
109496,,,,,,,,,
109498,2,2,2,2,2,2,2,2,1
109505,5,5,5,5,5,4,1,1,1
109506,,,,,,,,,
109518,,,,,,,,,
109522,,,,,,,,,
109523,,,,,,,,,
109536,,,,,,,,,
109538,,,,,,,,,
109547,,,,,,,,,
109551,,,,,,,,,
109590,,,,,,,,,
109593,4,4,4,4,4,4,1,1,1
109594,,,,,,,,,
109616,,,,,,,,,
109621,,,,,,,,,
109624,,,,,,,,,
109628,,,,,,,,,
109637,7,7,6,6,3,3,3,2,1
109644,,,,,,,,,
109666,,,,,,,,,
109671,4,4,4,4,4,4,1,1,1
109675,,,,,,,,,
109683,,,,,,,,,
109700,3,3,3,3,3,3,3,2,1
109707,,,,,,,,,
109708,,,,,,,,,
109714,1,1,1,1,1,1,1,1,1
109728,,,,,,,,,
109730,,,,,,,,,
109764,,,,,,,,,
109779,,,,,,,,,
109785,,,,,,,,,
109789,,,,,,,,,
109822,,,,,,,,,
109823,,,,,,,,,
109831,,,,,,,,,
109835,,,,,,,,,
109836,1,1,1,1,1,1,1,1,1
109850,,,,,,,,,
109852,,,,,,,,,
109853,,,,,,,,,
109862,,,,,,,,,
109869,,,,,,,,,
109876,,,,,,,,,
109879,,,,,,,,,
109882,,,,,,,,,
109884,,,,,,,,,
109885,,,,,,,,,
109897,,,,,,,,,
109898,,,,,,,,,
109911,,,,,,,,,
109914,,,,,,,,,
109915,,,,,,,,,
109920,,,,,,,,,
109943,,,,,,,,,
109950,,,,,,,,,
109962,,,,,,,,,
109979,,,,,,,,,
109981,,,,,,,,,
109987,,,,,,,,,
110000,,,,,,,,,
110004,,,,,,,,,
110005,,,,,,,,,
110009,,,,,,,,,
110018,,,,,,,,,
110028,,,,,,,,,
110030,,,,,,,,,
110040,,,,,,,,,
110046,8,8,8,5,5,4,1,1,1
110052,1,1,1,1,1,1,1,1,1
110079,,,,,,,,,
110084,1,1,1,1,1,1,1,1,1
110089,,,,,,,,,
110091,2,2,2,2,2,2,2,2,1
110094,,,,,,,,,
110098,,,,,,,,,
110115,,,,,,,,,
110122,,,,,,,,,
110130,,,,,,,,,
110190,,,,,,,,,
110193,,,,,,,,,
110205,,,,,,,,,
110207,,,,,,,,,
110212,,,,,,,,,
110228,,,,,,,,,
110229,,,,,,,,,
110244,,,,,,,,,
110245,,,,,,,,,
110253,,,,,,,,,
110257,,,,,,,,,
110268,,,,,,,,,
110281,,,,,,,,,
110285,,,,,,,,,
110295,,,,,,,,,
110300,,,,,,,,,
110301,,,,,,,,,
110308,,,,,,,,,
110311,,,,,,,,,
110336,,,,,,,,,
110349,,,,,,,,,
110355,,,,,,,,,
110360,,,,,,,,,
110370,1,1,1,1,1,1,1,1,1
110373,,,,,,,,,
110374,,,,,,,,,
110375,,,,,,,,,
110376,,,,,,,,,
110380,,,,,,,,,
110383,,,,,,,,,
110399,,,,,,,,,
110401,3,3,3,3,3,3,3,2,1
110411,1,1,1,1,1,1,1,1,1
110417,,,,,,,,,
110435,,,,,,,,,
110439,1,1,1,1,1,1,1,1,1
110442,,,,,,,,,
110443,2,2,2,2,2,2,2,2,1
110445,,,,,,,,,
110456,,,,,,,,,
110461,,,,,,,,,
110462,4,4,4,4,4,4,1,1,1
110468,,,,,,,,,
110475,,,,,,,,,
110481,,,,,,,,,
110490,1,1,1,1,1,1,1,1,1
110501,,,,,,,,,
110504,,,,,,,,,
110526,,,,,,,,,
110529,,,,,,,,,
110532,,,,,,,,,
110544,,,,,,,,,
110547,7,7,6,6,3,3,3,2,1
110550,,,,,,,,,
110575,,,,,,,,,
110579,,,,,,,,,
110589,,,,,,,,,
110604,,,,,,,,,
110611,,,,,,,,,
110618,,,,,,,,,
110625,,,,,,,,,
110635,,,,,,,,,
110640,,,,,,,,,
110653,,,,,,,,,
110658,,,,,,,,,
110662,,,,,,,,,
110666,,,,,,,,,
110673,,,,,,,,,
110675,,,,,,,,,
110680,,,,,,,,,
110707,,,,,,,,,
110710,,,,,,,,,
110720,4,4,4,4,4,4,1,1,1
110724,,,,,,,,,
110729,,,,,,,,,
110740,,,,,,,,,
110741,,,,,,,,,
110758,,,,,,,,,
110772,,,,,,,,,
110775,,,,,,,,,
110780,,,,,,,,,
110793,,,,,,,,,
110796,,,,,,,,,
110819,,,,,,,,,
110827,,,,,,,,,
110836,,,,,,,,,
110846,,,,,,,,,
110854,,,,,,,,,
110864,,,,,,,,,
110868,,,,,,,,,
110870,1,1,1,1,1,1,1,1,1
110883,,,,,,,,,
110884,,,,,,,,,
110894,,,,,,,,,
110900,,,,,,,,,
110916,,,,,,,,,
110919,,,,,,,,,
110924,,,,,,,,,
110931,,,,,,,,,
110954,,,,,,,,,
110968,,,,,,,,,
110969,,,,,,,,,
110989,,,,,,,,,
110990,3,3,3,3,3,3,3,2,1
110997,,,,,,,,,
111013,1,1,1,1,1,1,1,1,1
111023,,,,,,,,,
111037,2,2,2,2,2,2,2,2,1
111053,,,,,,,,,
111069,,,,,,,,,
111071,,,,,,,,,
111084,,,,,,,,,
111093,,,,,,,,,
111096,,,,,,,,,
111101,,,,,,,,,
111110,,,,,,,,,
111121,,,,,,,,,
111139,,,,,,,,,
111145,,,,,,,,,
111146,,,,,,,,,
111148,,,,,,,,,
111161,,,,,,,,,
111177,,,,,,,,,
111196,,,,,,,,,
111202,,,,,,,,,
111214,,,,,,,,,
111236,,,,,,,,,
111238,,,,,,,,,
111239,,,,,,,,,
111262,,,,,,,,,
111266,,,,,,,,,
111267,,,,,,,,,
111272,,,,,,,,,
111282,,,,,,,,,
111297,5,5,5,5,5,4,1,1,1
111302,,,,,,,,,
111317,,,,,,,,,
111329,,,,,,,,,
111334,,,,,,,,,
111335,,,,,,,,,
111353,,,,,,,,,
111367,,,,,,,,,
111371,1,1,1,1,1,1,1,1,1
111391,,,,,,,,,
111395,,,,,,,,,
111450,,,,,,,,,
111455,,,,,,,,,
111457,,,,,,,,,
111469,1,1,1,1,1,1,1,1,1
111477,,,,,,,,,
111482,,,,,,,,,
111496,,,,,,,,,
111523,,,,,,,,,
111535,,,,,,,,,
111536,,,,,,,,,
111541,,,,,,,,,
111543,,,,,,,,,
111558,,,,,,,,,
111562,,,,,,,,,
111565,,,,,,,,,
111566,,,,,,,,,
111573,,,,,,,,,
111575,,,,,,,,,
111577,,,,,,,,,
111588,,,,,,,,,
111589,,,,,,,,,
111591,,,,,,,,,
111592,,,,,,,,,
111612,1,1,1,1,1,1,1,1,1
111613,,,,,,,,,
111620,,,,,,,,,
111627,,,,,,,,,
111632,,,,,,,,,
111635,1,1,1,1,1,1,1,1,1
111651,,,,,,,,,
111654,,,,,,,,,
111656,,,,,,,,,
111663,4,4,4,4,4,4,1,1,1
111672,,,,,,,,,
111683,,,,,,,,,
111686,,,,,,,,,
111694,,,,,,,,,
111698,,,,,,,,,
111710,,,,,,,,,
111718,5,5,5,5,5,4,1,1,1
111719,,,,,,,,,
111729,,,,,,,,,
111730,,,,,,,,,
111740,,,,,,,,,
111745,,,,,,,,,
111748,,,,,,,,,
111753,,,,,,,,,
111769,,,,,,,,,
111774,1,1,1,1,1,1,1,1,1
111797,,,,,,,,,
111805,4,4,4,4,4,4,1,1,1
111823,,,,,,,,,
111825,,,,,,,,,
111826,,,,,,,,,
111834,,,,,,,,,
111835,,,,,,,,,
111855,,,,,,,,,
111859,,,,,,,,,
111867,,,,,,,,,
111892,,,,,,,,,
111893,1,1,1,1,1,1,1,1,1
111896,,,,,,,,,
111898,,,,,,,,,
111899,,,,,,,,,
111926,,,,,,,,,
111942,1,1,1,1,1,1,1,1,1
111944,,,,,,,,,
111945,,,,,,,,,
111956,,,,,,,,,
111960,,,,,,,,,
111971,,,,,,,,,
112000,,,,,,,,,
112001,,,,,,,,,
112003,,,,,,,,,
112006,,,,,,,,,
112019,,,,,,,,,
112022,,,,,,,,,
112034,,,,,,,,,
112051,4,4,4,4,4,4,1,1,1
112062,,,,,,,,,
112063,,,,,,,,,
112065,,,,,,,,,
112081,,,,,,,,,
112085,,,,,,,,,
112091,,,,,,,,,
112096,,,,,,,,,
112102,,,,,,,,,
112115,,,,,,,,,
112127,,,,,,,,,
112132,,,,,,,,,
112138,,,,,,,,,
112151,,,,,,,,,
112158,,,,,,,,,
112159,,,,,,,,,
112171,,,,,,,,,
112187,,,,,,,,,
112200,,,,,,,,,
112204,7,7,6,6,3,3,3,2,1
112210,,,,,,,,,
112221,,,,,,,,,
112224,,,,,,,,,
112241,,,,,,,,,
112245,,,,,,,,,
112255,,,,,,,,,
112261,,,,,,,,,
112281,,,,,,,,,
112291,,,,,,,,,
112305,,,,,,,,,
112308,,,,,,,,,
112319,,,,,,,,,
112320,1,1,1,1,1,1,1,1,1
112328,,,,,,,,,
112341,,,,,,,,,
112354,,,,,,,,,
112365,,,,,,,,,
112373,,,,,,,,,
112376,,,,,,,,,
112384,,,,,,,,,
112391,7,7,6,6,3,3,3,2,1
112396,1,1,1,1,1,1,1,1,1
112407,,,,,,,,,
112414,,,,,,,,,
112416,,,,,,,,,
112436,,,,,,,,,
112441,,,,,,,,,
112447,,,,,,,,,
112455,,,,,,,,,
112456,,,,,,,,,
112473,,,,,,,,,
112477,1,1,1,1,1,1,1,1,1
112482,,,,,,,,,
112496,,,,,,,,,
112518,,,,,,,,,
112523,,,,,,,,,
112525,,,,,,,,,
112526,,,,,,,,,
112532,,,,,,,,,
112536,,,,,,,,,
112561,,,,,,,,,
112562,,,,,,,,,
112571,,,,,,,,,
112574,,,,,,,,,
112577,,,,,,,,,
112583,,,,,,,,,
112607,,,,,,,,,
112616,,,,,,,,,
112621,,,,,,,,,
112629,,,,,,,,,
112635,,,,,,,,,
112644,1,1,1,1,1,1,1,1,1
112657,,,,,,,,,
112658,,,,,,,,,
112663,,,,,,,,,
112664,8,8,8,5,5,4,1,1,1
112668,,,,,,,,,
112669,,,,,,,,,
112697,,,,,,,,,
112706,,,,,,,,,
112725,2,2,2,2,2,2,2,2,1
112735,1,1,1,1,1,1,1,1,1
112777,1,1,1,1,1,1,1,1,1
112781,,,,,,,,,
112783,,,,,,,,,
112795,,,,,,,,,
112807,,,,,,,,,
112819,,,,,,,,,
112826,,,,,,,,,
112828,,,,,,,,,
112831,1,1,1,1,1,1,1,1,1
112832,,,,,,,,,
112840,,,,,,,,,
112844,,,,,,,,,
112849,,,,,,,,,
112851,,,,,,,,,
112859,,,,,,,,,
112861,,,,,,,,,
112864,,,,,,,,,
112867,,,,,,,,,
112868,,,,,,,,,
112896,,,,,,,,,
112899,,,,,,,,,
112901,,,,,,,,,
112904,,,,,,,,,
112905,,,,,,,,,
112911,,,,,,,,,
112931,1,1,1,1,1,1,1,1,1
112944,,,,,,,,,
112946,,,,,,,,,
112960,,,,,,,,,
112973,,,,,,,,,
112980,,,,,,,,,
112982,,,,,,,,,
112992,,,,,,,,,
112995,,,,,,,,,
113002,,,,,,,,,
113013,,,,,,,,,
113027,3,3,3,3,3,3,3,2,1
113031,,,,,,,,,
113034,,,,,,,,,
113036,,,,,,,,,
113052,,,,,,,,,
113057,,,,,,,,,
113069,,,,,,,,,
113081,,,,,,,,,
113096,,,,,,,,,
113113,,,,,,,,,
113118,,,,,,,,,
113122,,,,,,,,,
113141,,,,,,,,,
113145,9,8,8,5,5,4,1,1,1
113158,,,,,,,,,
113174,1,1,1,1,1,1,1,1,1
113186,,,,,,,,,
113201,,,,,,,,,
113208,,,,,,,,,
113212,,,,,,,,,
113216,1,1,1,1,1,1,1,1,1
113238,,,,,,,,,
113246,,,,,,,,,
113254,,,,,,,,,
113259,3,3,3,3,3,3,3,2,1
113266,,,,,,,,,
113267,,,,,,,,,
113282,,,,,,,,,
113286,,,,,,,,,
113294,,,,,,,,,
113295,,,,,,,,,
113302,,,,,,,,,
113307,,,,,,,,,
113314,,,,,,,,,
113321,,,,,,,,,
113326,,,,,,,,,
113334,,,,,,,,,
113351,,,,,,,,,
113363,,,,,,,,,
113378,,,,,,,,,
113386,1,1,1,1,1,1,1,1,1
113387,,,,,,,,,
113391,,,,,,,,,
113398,,,,,,,,,
113403,,,,,,,,,
113412,1,1,1,1,1,1,1,1,1
113419,,,,,,,,,
113427,,,,,,,,,
113430,,,,,,,,,
113435,,,,,,,,,
113438,,,,,,,,,
113472,,,,,,,,,
113475,,,,,,,,,
113479,,,,,,,,,
113484,,,,,,,,,
113489,2,2,2,2,2,2,2,2,1
113493,,,,,,,,,
113499,,,,,,,,,
113501,,,,,,,,,
113505,,,,,,,,,
113507,,,,,,,,,
113519,,,,,,,,,
113552,,,,,,,,,
113563,,,,,,,,,
113570,,,,,,,,,
113579,,,,,,,,,
113581,,,,,,,,,
113583,,,,,,,,,
113593,,,,,,,,,
113595,,,,,,,,,
113596,,,,,,,,,
113598,,,,,,,,,
113612,,,,,,,,,
113619,,,,,,,,,
113635,,,,,,,,,
113636,,,,,,,,,
113638,,,,,,,,,
113641,,,,,,,,,
113643,,,,,,,,,
113659,,,,,,,,,
113661,,,,,,,,,
113673,,,,,,,,,
113704,,,,,,,,,
113705,,,,,,,,,
113709,,,,,,,,,
113718,,,,,,,,,
113728,,,,,,,,,
113732,,,,,,,,,
113738,,,,,,,,,
113747,,,,,,,,,
113766,,,,,,,,,
113780,,,,,,,,,
113789,,,,,,,,,
113792,,,,,,,,,
113804,,,,,,,,,
113805,,,,,,,,,
113808,,,,,,,,,
113811,,,,,,,,,
113824,,,,,,,,,
113825,2,2,2,2,2,2,2,2,1
113828,,,,,,,,,
113837,,,,,,,,,
113840,,,,,,,,,
113841,,,,,,,,,
113879,,,,,,,,,
113881,,,,,,,,,
113882,,,,,,,,,
113904,,,,,,,,,
113906,,,,,,,,,
113911,,,,,,,,,
113912,,,,,,,,,
113918,,,,,,,,,
113920,,,,,,,,,
113927,,,,,,,,,
113930,,,,,,,,,
113945,7,7,6,6,3,3,3,2,1
113946,,,,,,,,,
113951,,,,,,,,,
113953,,,,,,,,,
113954,,,,,,,,,
113960,,,,,,,,,
113962,,,,,,,,,
113968,,,,,,,,,
113973,,,,,,,,,
114008,,,,,,,,,
114009,,,,,,,,,
114013,3,3,3,3,3,3,3,2,1
114036,,,,,,,,,
114038,,,,,,,,,
114054,,,,,,,,,
114061,,,,,,,,,
114068,2,2,2,2,2,2,2,2,1
114074,,,,,,,,,
114096,,,,,,,,,
114097,,,,,,,,,
114112,,,,,,,,,
114113,,,,,,,,,
114134,,,,,,,,,
114139,,,,,,,,,
114148,,,,,,,,,
114151,,,,,,,,,
114152,,,,,,,,,
114186,,,,,,,,,
114187,,,,,,,,,
114188,4,4,4,4,4,4,1,1,1
114194,,,,,,,,,
114208,,,,,,,,,
114233,,,,,,,,,
114235,1,1,1,1,1,1,1,1,1
114253,,,,,,,,,
114255,,,,,,,,,
114258,,,,,,,,,
114263,,,,,,,,,
114269,,,,,,,,,
114284,,,,,,,,,
114290,,,,,,,,,
114319,,,,,,,,,
114321,,,,,,,,,
114332,,,,,,,,,
114333,,,,,,,,,
114334,,,,,,,,,
114350,,,,,,,,,
114352,,,,,,,,,
114355,,,,,,,,,
114358,,,,,,,,,
114361,,,,,,,,,
114367,1,1,1,1,1,1,1,1,1
114380,,,,,,,,,
114385,,,,,,,,,
114408,,,,,,,,,
114418,,,,,,,,,
114424,,,,,,,,,
114431,,,,,,,,,
114437,,,,,,,,,
114449,,,,,,,,,
114478,,,,,,,,,
114480,,,,,,,,,
114490,,,,,,,,,
114494,8,8,8,5,5,4,1,1,1
114495,,,,,,,,,
114504,,,,,,,,,
114509,,,,,,,,,
114511,,,,,,,,,
114520,,,,,,,,,
114522,,,,,,,,,
114526,,,,,,,,,
114527,,,,,,,,,
114541,5,5,5,5,5,4,1,1,1
114553,,,,,,,,,
114560,,,,,,,,,
114588,,,,,,,,,
114591,,,,,,,,,
114592,,,,,,,,,
114632,,,,,,,,,
114641,1,1,1,1,1,1,1,1,1
114649,,,,,,,,,
114658,,,,,,,,,
114673,,,,,,,,,
114675,,,,,,,,,
114676,,,,,,,,,
114681,,,,,,,,,
114691,,,,,,,,,
114696,,,,,,,,,
114698,,,,,,,,,
114712,,,,,,,,,
114722,,,,,,,,,
114725,,,,,,,,,
114734,,,,,,,,,
114766,,,,,,,,,
114772,,,,,,,,,
114777,,,,,,,,,
114787,,,,,,,,,
114815,,,,,,,,,
114821,,,,,,,,,
114833,,,,,,,,,
114837,2,2,2,2,2,2,2,2,1
114840,,,,,,,,,
114848,,,,,,,,,
114850,,,,,,,,,
114857,,,,,,,,,
114861,,,,,,,,,
114869,,,,,,,,,
114874,1,1,1,1,1,1,1,1,1
114885,5,5,5,5,5,4,1,1,1
114888,,,,,,,,,
114904,,,,,,,,,
114936,8,8,8,5,5,4,1,1,1
114944,,,,,,,,,
114975,,,,,,,,,
114985,5,5,5,5,5,4,1,1,1
114987,,,,,,,,,
114994,,,,,,,,,
114995,,,,,,,,,
114998,,,,,,,,,
115032,,,,,,,,,
115034,,,,,,,,,
115038,1,1,1,1,1,1,1,1,1
115042,,,,,,,,,
115052,,,,,,,,,
115082,,,,,,,,,
115090,2,2,2,2,2,2,2,2,1
115091,,,,,,,,,
115094,,,,,,,,,
115096,,,,,,,,,
115098,,,,,,,,,
115105,,,,,,,,,
115108,,,,,,,,,
115119,,,,,,,,,
115128,,,,,,,,,
115145,,,,,,,,,
115146,,,,,,,,,
115152,,,,,,,,,
115157,,,,,,,,,
115158,,,,,,,,,
115164,,,,,,,,,
115168,,,,,,,,,
115172,,,,,,,,,
115181,,,,,,,,,
115182,,,,,,,,,
115196,,,,,,,,,
115198,,,,,,,,,
115208,,,,,,,,,
115210,,,,,,,,,
115219,,,,,,,,,
115220,,,,,,,,,
115238,,,,,,,,,
115248,,,,,,,,,
115249,,,,,,,,,
115263,,,,,,,,,
115266,,,,,,,,,
115279,,,,,,,,,
115281,,,,,,,,,
115282,,,,,,,,,
115293,,,,,,,,,
115312,,,,,,,,,
115313,,,,,,,,,
115324,,,,,,,,,
115325,,,,,,,,,
115331,1,1,1,1,1,1,1,1,1
115338,,,,,,,,,
115340,,,,,,,,,
115342,,,,,,,,,
115348,,,,,,,,,
115352,,,,,,,,,
115353,,,,,,,,,
115371,,,,,,,,,
115376,,,,,,,,,
115381,,,,,,,,,
115402,1,1,1,1,1,1,1,1,1
115407,,,,,,,,,
115428,1,1,1,1,1,1,1,1,1
115432,,,,,,,,,
115435,,,,,,,,,
115436,,,,,,,,,
115444,,,,,,,,,
115445,,,,,,,,,
115447,,,,,,,,,
115448,,,,,,,,,
115452,,,,,,,,,
115457,,,,,,,,,
115458,,,,,,,,,
115459,,,,,,,,,
115469,,,,,,,,,
115474,1,1,1,1,1,1,1,1,1
115475,,,,,,,,,
115496,,,,,,,,,
115520,,,,,,,,,
115523,,,,,,,,,
115524,,,,,,,,,
115531,,,,,,,,,
115534,,,,,,,,,
115550,,,,,,,,,
115575,,,,,,,,,
115587,,,,,,,,,
115591,,,,,,,,,
115592,,,,,,,,,
115609,,,,,,,,,
115613,,,,,,,,,
115632,,,,,,,,,
115654,,,,,,,,,
115663,1,1,1,1,1,1,1,1,1
115679,,,,,,,,,
115683,,,,,,,,,
115684,4,4,4,4,4,4,1,1,1
115695,,,,,,,,,
115710,,,,,,,,,
115718,,,,,,,,,
115721,,,,,,,,,
115722,,,,,,,,,
115726,,,,,,,,,
115735,,,,,,,,,
115752,,,,,,,,,
115764,,,,,,,,,
115775,,,,,,,,,
115785,,,,,,,,,
115786,,,,,,,,,
115797,3,3,3,3,3,3,3,2,1
115803,,,,,,,,,
115808,,,,,,,,,
115827,,,,,,,,,
115829,5,5,5,5,5,4,1,1,1
115832,,,,,,,,,
115836,,,,,,,,,
115843,,,,,,,,,
115846,,,,,,,,,
115855,4,4,4,4,4,4,1,1,1
115857,,,,,,,,,
115872,2,2,2,2,2,2,2,2,1
115898,,,,,,,,,
115901,,,,,,,,,
115908,1,1,1,1,1,1,1,1,1
115937,3,3,3,3,3,3,3,2,1
115945,,,,,,,,,
115966,,,,,,,,,
115976,6,6,6,6,3,3,3,2,1
115978,,,,,,,,,
115981,,,,,,,,,
115988,,,,,,,,,
115994,,,,,,,,,
115999,,,,,,,,,
116016,,,,,,,,,
116038,,,,,,,,,
116048,1,1,1,1,1,1,1,1,1
116071,,,,,,,,,
116072,,,,,,,,,
116075,,,,,,,,,
116079,,,,,,,,,
116100,,,,,,,,,
116104,,,,,,,,,
116108,,,,,,,,,
116118,,,,,,,,,
116127,,,,,,,,,
116128,,,,,,,,,
116130,,,,,,,,,
116138,,,,,,,,,
116142,,,,,,,,,
116153,,,,,,,,,
116154,,,,,,,,,
116168,,,,,,,,,
116184,,,,,,,,,
116202,,,,,,,,,
116204,1,1,1,1,1,1,1,1,1
116207,,,,,,,,,
116208,,,,,,,,,
116216,,,,,,,,,
116231,,,,,,,,,
116236,,,,,,,,,
116242,,,,,,,,,
116260,,,,,,,,,
116261,,,,,,,,,
116263,1,1,1,1,1,1,1,1,1
116270,,,,,,,,,
116278,,,,,,,,,
116281,,,,,,,,,
116293,,,,,,,,,
116295,,,,,,,,,
116299,1,1,1,1,1,1,1,1,1
116316,,,,,,,,,
116318,,,,,,,,,
116343,1,1,1,1,1,1,1,1,1
116347,,,,,,,,,
116352,,,,,,,,,
116358,,,,,,,,,
116366,,,,,,,,,
116369,,,,,,,,,
116381,,,,,,,,,
116394,,,,,,,,,
116398,,,,,,,,,
116412,,,,,,,,,
116427,,,,,,,,,
116430,,,,,,,,,
116431,,,,,,,,,
116434,,,,,,,,,
116438,,,,,,,,,
116443,,,,,,,,,
116454,,,,,,,,,
116457,,,,,,,,,
116459,,,,,,,,,
116461,,,,,,,,,
116465,,,,,,,,,
116475,1,1,1,1,1,1,1,1,1
116483,,,,,,,,,
116484,,,,,,,,,
116486,,,,,,,,,
116488,,,,,,,,,
116498,,,,,,,,,
116499,,,,,,,,,
116501,,,,,,,,,
116506,5,5,5,5,5,4,1,1,1
116509,,,,,,,,,
116533,,,,,,,,,
116535,,,,,,,,,
116536,,,,,,,,,
116537,,,,,,,,,
116547,,,,,,,,,
116558,,,,,,,,,
116566,,,,,,,,,
116577,1,1,1,1,1,1,1,1,1
116589,,,,,,,,,
116595,,,,,,,,,
116602,,,,,,,,,
116606,,,,,,,,,
116611,,,,,,,,,
116621,,,,,,,,,
116632,,,,,,,,,
116635,,,,,,,,,
116636,,,,,,,,,
116652,,,,,,,,,
116668,,,,,,,,,
116677,,,,,,,,,
116710,,,,,,,,,
116712,,,,,,,,,
116715,,,,,,,,,
116721,,,,,,,,,
116730,,,,,,,,,
116731,,,,,,,,,
116753,,,,,,,,,
116772,,,,,,,,,
116788,,,,,,,,,
116811,,,,,,,,,
116817,,,,,,,,,
116828,,,,,,,,,
116841,,,,,,,,,
116845,,,,,,,,,
116855,,,,,,,,,
116861,,,,,,,,,
116869,,,,,,,,,
116896,3,3,3,3,3,3,3,2,1
116904,,,,,,,,,
116937,,,,,,,,,
116959,,,,,,,,,
116976,,,,,,,,,
116977,,,,,,,,,
116984,,,,,,,,,
116987,,,,,,,,,
116992,,,,,,,,,
117000,,,,,,,,,
117009,,,,,,,,,
117022,,,,,,,,,
117029,,,,,,,,,
117041,,,,,,,,,
117045,,,,,,,,,
117048,,,,,,,,,
117059,1,1,1,1,1,1,1,1,1
117067,1,1,1,1,1,1,1,1,1
117076,,,,,,,,,
117081,,,,,,,,,
117082,3,3,3,3,3,3,3,2,1
117086,,,,,,,,,
117089,,,,,,,,,
117109,2,2,2,2,2,2,2,2,1
117110,,,,,,,,,
117120,,,,,,,,,
117129,,,,,,,,,
117130,,,,,,,,,
117131,,,,,,,,,
117139,,,,,,,,,
117141,,,,,,,,,
117145,,,,,,,,,
117150,,,,,,,,,
117160,,,,,,,,,
117162,,,,,,,,,
117168,,,,,,,,,
117174,,,,,,,,,
117181,1,1,1,1,1,1,1,1,1
117184,,,,,,,,,
117188,,,,,,,,,
117189,,,,,,,,,
117194,,,,,,,,,
117206,,,,,,,,,
117241,,,,,,,,,
117246,,,,,,,,,
117249,,,,,,,,,
117255,1,1,1,1,1,1,1,1,1
117261,,,,,,,,,
117278,,,,,,,,,
117282,,,,,,,,,
117283,,,,,,,,,
117285,,,,,,,,,
117286,,,,,,,,,
117289,,,,,,,,,
117298,,,,,,,,,
117327,1,1,1,1,1,1,1,1,1
117330,,,,,,,,,
117333,,,,,,,,,
117347,,,,,,,,,
117349,,,,,,,,,
117351,1,1,1,1,1,1,1,1,1
117354,,,,,,,,,
117357,,,,,,,,,
117358,,,,,,,,,
117365,,,,,,,,,
117366,,,,,,,,,
117369,,,,,,,,,
117374,,,,,,,,,
117379,,,,,,,,,
117381,,,,,,,,,
117389,,,,,,,,,
117397,,,,,,,,,
117399,,,,,,,,,
117400,,,,,,,,,
117409,,,,,,,,,
117427,,,,,,,,,
117437,,,,,,,,,
117449,,,,,,,,,
117450,,,,,,,,,
117454,,,,,,,,,
117459,,,,,,,,,
117466,,,,,,,,,
117472,,,,,,,,,
117478,,,,,,,,,
117485,,,,,,,,,
117492,,,,,,,,,
117515,,,,,,,,,
117517,2,2,2,2,2,2,2,2,1
117520,,,,,,,,,
117522,,,,,,,,,
117530,,,,,,,,,
117540,,,,,,,,,
117545,,,,,,,,,
117564,,,,,,,,,
117588,7,7,6,6,3,3,3,2,1
117594,,,,,,,,,
117606,,,,,,,,,
117617,,,,,,,,,
117618,6,6,6,6,3,3,3,2,1
117627,,,,,,,,,
117650,1,1,1,1,1,1,1,1,1
117654,1,1,1,1,1,1,1,1,1
117657,,,,,,,,,
117658,,,,,,,,,
117663,,,,,,,,,
117673,,,,,,,,,
117681,,,,,,,,,
117684,,,,,,,,,
117687,,,,,,,,,
117689,,,,,,,,,
