hhnum,k9,k8,k7,k6,k5,k4,k3,k2,k1
117707,,,,,,,,,
117722,,,,,,,,,
117753,1,1,1,1,1,1,1,1,1
117769,,,,,,,,,
117777,,,,,,,,,
117778,,,,,,,,,
117786,,,,,,,,,
117801,,,,,,,,,
117814,1,1,1,1,1,1,1,1,1
117819,,,,,,,,,
117830,,,,,,,,,
117837,,,,,,,,,
117844,,,,,,,,,
117846,,,,,,,,,
117854,,,,,,,,,
117875,,,,,,,,,
117882,,,,,,,,,
117894,,,,,,,,,
117897,,,,,,,,,
117906,8,8,8,5,5,4,1,1,1
117917,,,,,,,,,
117919,,,,,,,,,
117924,,,,,,,,,
117955,,,,,,,,,
117962,,,,,,,,,
117964,,,,,,,,,
117965,,,,,,,,,
117971,,,,,,,,,
117980,,,,,,,,,
117981,,,,,,,,,
117987,,,,,,,,,
117988,,,,,,,,,
117992,,,,,,,,,
118008,,,,,,,,,
118028,1,1,1,1,1,1,1,1,1
118040,4,4,4,4,4,4,1,1,1
118041,,,,,,,,,
118061,,,,,,,,,
118085,,,,,,,,,
118091,,,,,,,,,
118092,,,,,,,,,
118099,,,,,,,,,
118101,,,,,,,,,
118112,,,,,,,,,
118114,,,,,,,,,
118117,,,,,,,,,
118127,,,,,,,,,
118136,1,1,1,1,1,1,1,1,1
118142,,,,,,,,,
118144,,,,,,,,,
118152,,,,,,,,,
118156,2,2,2,2,2,2,2,2,1
118169,,,,,,,,,
118177,,,,,,,,,
118193,1,1,1,1,1,1,1,1,1
118195,,,,,,,,,
118199,,,,,,,,,
118204,1,1,1,1,1,1,1,1,1
118206,,,,,,,,,
118211,,,,,,,,,
118220,,,,,,,,,
118223,,,,,,,,,
118238,,,,,,,,,
118245,,,,,,,,,
118247,1,1,1,1,1,1,1,1,1
118248,,,,,,,,,
118250,3,3,3,3,3,3,3,2,1
118264,9,8,8,5,5,4,1,1,1
118265,,,,,,,,,
118277,,,,,,,,,
118289,,,,,,,,,
118292,,,,,,,,,
118293,,,,,,,,,
118296,,,,,,,,,
118303,2,2,2,2,2,2,2,2,1
118321,,,,,,,,,
118325,,,,,,,,,
118329,,,,,,,,,
118338,,,,,,,,,
118356,,,,,,,,,
118369,,,,,,,,,
118372,,,,,,,,,
118383,,,,,,,,,
118392,1,1,1,1,1,1,1,1,1
118396,,,,,,,,,
118398,,,,,,,,,
118403,,,,,,,,,
118405,,,,,,,,,
118409,,,,,,,,,
118411,,,,,,,,,
118415,,,,,,,,,
118417,,,,,,,,,
118427,,,,,,,,,
118432,,,,,,,,,
118439,,,,,,,,,
118451,,,,,,,,,
118460,,,,,,,,,
118461,,,,,,,,,
118470,,,,,,,,,
118476,,,,,,,,,
118485,,,,,,,,,
118494,,,,,,,,,
118506,2,2,2,2,2,2,2,2,1
118518,,,,,,,,,
118519,,,,,,,,,
118523,,,,,,,,,
118528,,,,,,,,,
118534,,,,,,,,,
118541,6,6,6,6,3,3,3,2,1
118547,,,,,,,,,
118555,,,,,,,,,
118562,,,,,,,,,
118565,,,,,,,,,
118567,,,,,,,,,
118578,,,,,,,,,
118580,,,,,,,,,
118586,3,3,3,3,3,3,3,2,1
118597,,,,,,,,,
118602,,,,,,,,,
118607,,,,,,,,,
118626,,,,,,,,,
118640,,,,,,,,,
118642,,,,,,,,,
118644,,,,,,,,,
118650,2,2,2,2,2,2,2,2,1
118656,,,,,,,,,
118663,,,,,,,,,
118684,,,,,,,,,
118694,,,,,,,,,
118696,,,,,,,,,
118711,,,,,,,,,
118712,,,,,,,,,
118719,,,,,,,,,
118731,,,,,,,,,
118733,,,,,,,,,
118749,,,,,,,,,
118757,,,,,,,,,
118763,,,,,,,,,
118765,,,,,,,,,
118767,,,,,,,,,
118781,,,,,,,,,
118806,,,,,,,,,
118807,,,,,,,,,
118821,2,2,2,2,2,2,2,2,1
118825,,,,,,,,,
118828,,,,,,,,,
118837,,,,,,,,,
118846,,,,,,,,,
118848,7,7,6,6,3,3,3,2,1
118851,,,,,,,,,
118861,,,,,,,,,
118895,1,1,1,1,1,1,1,1,1
118896,1,1,1,1,1,1,1,1,1
118898,1,1,1,1,1,1,1,1,1
118929,,,,,,,,,
118951,,,,,,,,,
118956,,,,,,,,,
118962,,,,,,,,,
118985,,,,,,,,,
118987,,,,,,,,,
118991,,,,,,,,,
118994,,,,,,,,,
119000,,,,,,,,,
119004,1,1,1,1,1,1,1,1,1
119008,,,,,,,,,
119011,,,,,,,,,
119013,4,4,4,4,4,4,1,1,1
119023,,,,,,,,,
119028,,,,,,,,,
119059,,,,,,,,,
119062,,,,,,,,,
119075,,,,,,,,,
119077,,,,,,,,,
119083,,,,,,,,,
119085,,,,,,,,,
119090,6,6,6,6,3,3,3,2,1
119096,,,,,,,,,
119097,,,,,,,,,
119100,,,,,,,,,
119108,,,,,,,,,
119115,,,,,,,,,
119119,,,,,,,,,
119121,,,,,,,,,
119139,,,,,,,,,
119153,,,,,,,,,
119156,,,,,,,,,
119163,,,,,,,,,
119185,,,,,,,,,
119196,,,,,,,,,
119216,,,,,,,,,
119217,,,,,,,,,
119224,,,,,,,,,
119236,,,,,,,,,
119242,,,,,,,,,
119260,3,3,3,3,3,3,3,2,1
119265,,,,,,,,,
119268,,,,,,,,,
119275,,,,,,,,,
119277,,,,,,,,,
119283,,,,,,,,,
119289,,,,,,,,,
119294,,,,,,,,,
119297,,,,,,,,,
119299,,,,,,,,,
119309,,,,,,,,,
119319,,,,,,,,,
119327,,,,,,,,,
119331,,,,,,,,,
119346,,,,,,,,,
119355,,,,,,,,,
119356,,,,,,,,,
119364,,,,,,,,,
119368,,,,,,,,,
119371,,,,,,,,,
119375,,,,,,,,,
119383,,,,,,,,,
119394,,,,,,,,,
119400,,,,,,,,,
119417,,,,,,,,,
119425,,,,,,,,,
119433,,,,,,,,,
119438,,,,,,,,,
119441,5,5,5,5,5,4,1,1,1
119452,,,,,,,,,
119454,,,,,,,,,
119458,,,,,,,,,
119461,,,,,,,,,
119466,,,,,,,,,
119470,,,,,,,,,
119486,,,,,,,,,
119504,,,,,,,,,
119522,1,1,1,1,1,1,1,1,1
119529,1,1,1,1,1,1,1,1,1
119542,,,,,,,,,
119572,,,,,,,,,
119582,5,5,5,5,5,4,1,1,1
119585,,,,,,,,,
119586,,,,,,,,,
119594,,,,,,,,,
119599,,,,,,,,,
119601,,,,,,,,,
119628,,,,,,,,,
119640,,,,,,,,,
119642,,,,,,,,,
119647,,,,,,,,,
119648,,,,,,,,,
119652,,,,,,,,,
119678,,,,,,,,,
119694,,,,,,,,,
119723,,,,,,,,,
119740,,,,,,,,,
119750,,,,,,,,,
119751,,,,,,,,,
119755,,,,,,,,,
119770,,,,,,,,,
119774,,,,,,,,,
119776,,,,,,,,,
119781,,,,,,,,,
119801,,,,,,,,,
119803,,,,,,,,,
119806,,,,,,,,,
119819,,,,,,,,,
119826,4,4,4,4,4,4,1,1,1
119828,1,1,1,1,1,1,1,1,1
119829,,,,,,,,,
119831,,,,,,,,,
119833,,,,,,,,,
119842,3,3,3,3,3,3,3,2,1
119854,,,,,,,,,
119855,,,,,,,,,
119901,,,,,,,,,
119902,,,,,,,,,
119908,,,,,,,,,
119912,,,,,,,,,
119932,1,1,1,1,1,1,1,1,1
119946,,,,,,,,,
119966,,,,,,,,,
119974,,,,,,,,,
119980,,,,,,,,,
119998,,,,,,,,,
120000,,,,,,,,,
120005,,,,,,,,,
120008,,,,,,,,,
120049,,,,,,,,,
120067,,,,,,,,,
